TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
 House for Sale,"Setipakha, Lalitpur",Rs. 1.65 Cr ,3.1 aana,0 Sq. Ft.,13 Feet,North-East,1,1,1,2074 B.S,1 CaRs.  & 2 Bikes,"['Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Water Well', 'Sofa', 'Modular Kitchen', 'Dining Room', 'Bed Room']"
 House for Sale,"Bhaisepati, Lalitpur",Rs. 5.1 Cr ,6.3 aana,,12 Feet,South,2.5,5,5,2078 B.S,2 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']"
 House for Sale,"Imadol, Lalitpur",Rs. 5.99 Cr ,7.0 aana,,20 Feet,East,2.5,5,3,2077 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 3.25 Cr ,4.3 aana,,20 Feet,East,2.5,4,3,2074 B.S,2 CaRs.  & 4 Bikes,"['Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Garden', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale in land price,"Swoyambhu, Kathmandu",Rs. 50 Lac/aana,9.0 aana,,20 Feet,East,2.5,6,4,2078 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Sale,"Bhaisepati, Lalitpur",Rs. 2.75 Cr ,3.2 aana,,13 Feet,North,2.5,5,5,2077 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Sudal, Bhaktapur",Rs. 1.27 Cr ,4.0 aana,,13 Feet,East,1,2,1,2074 B.S,,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Reserve Tank', 'Lawn', 'Balcony', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Modular Kitchen']"
Bungalow House for Rent,"Baluwatar, Kathmandu",Rs. 2.25 Cr ,4.0 aana,,20 Feet,South-East,2.5,4,4,2068 B.S,5 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn']"
Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 6.1 Cr ,6.0 aana,,18 Feet,South,3.5,6,4,2070 B.S,3 CaRs.  & 2 Bikes,"['Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Servant Quarter', 'Basement']"
Bungalow House for Sale,"Hattiban, Lalitpur",Rs. 3.69 Cr ,4.1 aana,2777.93 Sq. Ft.,18 Feet,South,3.5,5,4,2079 B.S,1 CaRs.  & 3 Bikes,"['Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Basement', 'Servant Quarter']"
3 BHK House at Civil Homes Phase V,"Sunakothi, Lalitpur",Rs. 2.3 Cr ,2.3 aana,,20 Feet,East,2,3,2,2070 B.S,1 CaRs.  & 1 Bikes,"['Modular Kitchen', 'Parquet', 'Drainage', 'CC Camera', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Lawn', 'Terrace']"
Luxurious Villa for Sale,"Budhanilkantha, Kathmandu",Rs. 3.2 Cr ,4.0 aana,,14 Feet,South,2,5,5,2079 B.S,6 CaRs.,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Modular Kitchen']"
 House for Sale,"Nil Barahi Mandir, Bhaktapur",Rs. 1.55 Cr ,3.2 aana,,20 Feet,South-West,2.5,6,3,2078 B.S,3 Bikes,"['Earthquake Resistant', 'Boring Water', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']"
Duplex House for Sale,"Dhapasi, Kathmandu",Rs. 4.25 Cr ,4.2 aana,,13 Feet,West,2.5,7,6,2080 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water']"
Exquisite property for sale,"Katyani Chowk, Kathmandu",Rs. 6.5 Cr ,7.0 aana,3000 Sq. Ft.,24 Feet,East,2.5,9,4,2074 B.S,1 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Terrace', 'Balcony', 'Drinking Water', 'Servant Quarter', 'Dining Room', 'Bed Room', 'Bathroom']"
Bungalow for Sale,"Gaurighat, Kathmandu",Rs. 3.5 Cr ,4.0 aana,,15 Feet,North,2,6,5,2076 B.S,5 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Reserve Tank', 'Balcony', 'Terrace', 'Servant Quarter']"
 House for Sale,"Budhanilkantha, Kathmandu",Rs. 2.8 Cr ,3.2 aana,,16 Feet,South,3,6,6,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
2 BHK House for Sale,"Lubhu, Lalitpur",Rs. 1.33 Cr ,3.0 aana,0 Sq. Ft.,13 Feet,South,1.5,2,1,2077 B.S,1 CaRs.  & 1 Bikes,"['Garden', 'Parking', 'Drinking Water', 'Water Well', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Store Room', 'Earthquake Resistant', 'Marbel']"
4 BHK House for Rent,"Bhaisepati, Lalitpur","Rs. 65,000 /m",4.0 aana,,20 Feet,North-West,2.5,4,3,2070 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
Bungalow House for Sale,"Hattigaunda, Kathmandu",Price on call,15.0 aana,4000 Sq. Ft.,20 Feet,South-West,2.5,5,4,2079 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn']"
 House for Sale,"Imadol, Lalitpur",Rs. 1.6 Cr ,2.2 aana,,13 Feet,South,2,4,2,2075 B.S,,"['Earthquake Resistant', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Water Well', 'Modular Kitchen', 'Guest Room', 'Bed Room', 'Dining Room']"
 House for Sale,"Harisiddhi, Lalitpur",Rs. 2.5 Cr ,3.1 aana,,13 Feet,West,2.5,4,4,2068 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Harisiddhi, Lalitpur",Rs. 2.8 Cr ,3.0 aana,,20 Feet,West,2.5,5,4,2076 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.7 Cr ,3.2 aana,,14 Feet,South-West,2.5,5,3,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Bhaisepati, Lalitpur",Rs. 3.99 Cr ,4.2 aana,,16 Feet,South,2.5,5,5,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 4.99 Cr ,5.0 aana,,16 Feet,South,3.5,4,4,2076 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Dining Room', 'Bed Room']"
 House for Sale,"Lubhu, Lalitpur",Rs. 1.7 Cr ,4.2 aana,,10 Feet,East,2.5,5,3,2076 B.S,1 Bikes,"['Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Sale,"Bhaisepati, Lalitpur",Rs. 4.25 Cr ,3.3 aana,,20 Feet,South-West,2.5,4,4,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Internet', 'Dining Room']"
 House For Sale,"Sanagaun, Lalitpur",Rs. 1.7 Cr ,3.0 aana,0 Sq. Ft.,13 Feet,West,2,4,2,2077 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Balcony', 'Parking', 'Garden', 'Reserve Tank', 'Terrace', 'Water Well', 'Basement', 'Dining Room']"
5 BHK Bungalow for Rent,"Budhanilkantha, Kathmandu",Rs. 1.4 Lac/m,12.1 aana,,16 Feet,East,2.5,5,5,2074 B.S,3 CaRs.  & 3 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Boring Water', 'Water Well', 'Reserve Tank', 'Servant Quarter']"
Bungalow House for Sale,"Balkot, Bhaktapur",Rs. 5.25 Cr ,5.0 aana,,20 Feet,South-East,2.5,5,4,2076 B.S,2 CaRs.,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Garden', 'Drinking Water', 'Terrace', 'Reserve Tank', 'Balcony', 'Bed Room', 'Dining Room']"
 House for Rent,"Khumaltar, Lalitpur",Rs. 1.5 Lac/m,16.0 aana,,20 Feet,,2,6,3,2076 B.S,6 CaRs.,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Terrace', 'Balcony', 'Drinking Water', 'Reserve Tank', 'Boring Water', 'Dining Room', 'Bed Room']"
 House for Sale,"Bageshwori, Bhaktapur",Rs. 2.5 Cr ,5.0 aana,2514.5 Sq. Ft.,13 Feet,South,2.5,7,3,2074 B.S,2 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Garden', 'Drinking Water', 'Parking', 'Balcony', 'Reserve Tank', 'Internet', 'Bathroom', 'Living Room', 'Bed Room', 'Laundry Room']"
Duplex House for Sale,"Bhangal , Kathmandu",Rs. 3.2 Cr ,4.2 aana,,13 Feet,West,2.5,7,5,2079 B.S,2 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water', 'Power Backup', 'Living Room']"
 House for Sale,"Tikathali, Lalitpur",Rs. 2.5 Cr ,3.2 aana,,18 Feet,South,3,6,3,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.35 Cr ,3.2 aana,,13 Feet,West,2.5,4,3,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Living Room']"
 House for Rent,"Muhanpokhari, Kathmandu",Rs. 2 Cr ,3.2 aana,,20 Feet,South,3,7,5,2074 B.S,4 CaRs.  & 5 Bikes,[]
3 BHK House for Sale,"Samakhusi, Kathmandu",Rs. 3.9 Cr ,3.0 aana,1864 Sq. Ft.,13 Feet,West,2.5,3,4,2076 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Budhanilkantha, Kathmandu",Rs. 3.3 Cr,6.0 aana,,12 Feet,North,2.5,5,5,2076 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']"
Bungalow House for Sale,"Chandol, Kathmandu",Rs. 8.5 Cr,9.3 aana,,20 Feet,East,2.5,6,6,2070 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']"
Bungalow House for Sale,"Hepali Height, Kathmandu",Rs. 6.03 Cr,5.0 aana,,16 Feet,North,3.5,4,4,2080 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace']"
House for Sale,"Imadol, Lalitpur",Rs. 1.65 Cr ,3.1 aana,,16 Feet,South,2.5,4,2,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.25 Cr ,3.1 aana,,20 Feet,North-West,2.5,4,4,2076 B.S,1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']"
 House for Sale,"Hepali Height, Kathmandu",Rs. 3.3 Cr,6.2 aana,,13 Feet,South,2.5,6,5,2076 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']"
Bungalow House for Sale,"Mandikhatar, Kathmandu",Rs. 7.5 Cr ,9.1 aana,3800 Sq. Ft.,16 Feet,South-West,3.5,8,6,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.1 aana,,13 Feet,West,3,5,3,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Reserve Tank', 'Balcony', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room', 'Modular Kitchen']"
 House for Sale,"Bojepokhari, Lalitpur",Rs. 2.85 Cr ,3.2 aana,,12 Feet,East,2.5,6,5,2077 B.S,1 CaRs.,"['Earthquake Resistant', 'Marbel', 'Balcony', 'Drainage', 'Parking', 'Boring Water', 'Reserve Tank', 'Terrace', 'Bathroom', 'Bed Room', 'Master Bedroom']"
 House for Rent,"Ranibari, Kathmandu",Rs. 1.05 Lac/m,5.1 aana,3119.28 Sq. Ft.,12 Feet,South-West,3.5,7,5,2074 B.S,2 CaRs.,"['Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
Semi Furnished House for Sale,"Hattigaunda, Kathmandu",Rs. 3.15 Cr ,4.0 aana,,14 Feet,East,2.5,6,5,2080 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water']"
 House for Sale,"Tikathali, Lalitpur",Rs. 2.75 Cr ,4.0 aana,,13 Feet,North,2.5,7,4,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Reserve Tank', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.35 Cr ,3.0 aana,,13 Feet,East,3.5,6,4,2074 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Thaiba, Lalitpur",Rs. 2.9 Cr ,5.2 aana,,20 Feet,North-East,2.5,6,4,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Drinking Water', 'Garden', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Tikathali, Lalitpur",Rs. 2.55 Cr ,3.0 aana,,13 Feet,North,3,6,5,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parquet', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
3 BHK House for Sale,"Imadol, Lalitpur",Rs. 3.25 Cr ,4.0 aana,,20 Feet,North,2.5,3,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.7 Cr ,3.3 aana,,13 Feet,East,3.5,5,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.45 Cr ,3.1 aana,,13 Feet,West,2.5,4,4,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale in land price,"Baneshwor, Kathmandu",Rs. 90 Lac/aana,28.0 aana,,20 Feet,West,3.5,,,2072 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.95 Cr ,4.2 aana,,13 Feet,North,2.5,5,5,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
House for Sale,"Itahari, Sunsari",Price on call,0.14 kattha,5600 Sq. Ft.,24 Feet,South,4,,,2073 B.S,4 CaRs.  & 4 Bikes,"['Marbel', 'Parking', 'Drinking Water', 'Sofa', 'Internet', 'TV', 'Bathroom', 'Store Room', 'Modular Kitchen', 'Bed Room']"
 House for Sale ,"Lasuntar, Kathmandu",Rs. 2.5 Cr ,4.0 aana,1027 Sq. Ft.,12 Feet,North-East,2.5,5,3,2080 B.S,1 CaRs.  & 1 Bikes,"['Terrace', 'Parking', 'Drainage', 'Earthquake Resistant', 'Marbel', 'Water Purifier', 'Bed Room', 'Living Room', 'Prayer Room', 'Master Bedroom', 'Modular Kitchen']"
 House for Rent,"Dhapakhel, Lalitpur","Rs. 3,88,000,00",4.0 aana,982 Sq. Ft.,10 Feet,East,5,5,7,2072 B.S,4 Bikes,"['Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Water Well', 'Dining Room', 'Bed Room']"
 House for Sale,"Khumaltar, Lalitpur",Rs. 4.5 Cr ,6.0 aana,,13 Feet,South,2.5,6,3,2074 B.S,2 CaRs.  & 8 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Drainage', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.4 Cr ,2.3 aana,,13 Feet,East,3,4,4,2073 B.S,1 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drinking Water', 'Parking', 'Balcony', 'Drainage', 'Power Backup', 'Reserve Tank', 'Terrace', 'Dining Room']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.3 Cr ,2.2 aana,,13 Feet,North,3,4,4,2073 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.65 Cr ,4.0 aana,,13 Feet,South-West,3,4,5,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Tikathali, Lalitpur",Rs. 3.2 Cr ,4.1 aana,,13 Feet,North-West,2.5,5,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
3 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.9 Cr ,3.0 aana,,13 Feet,East,2.5,5,5,2076 B.S,2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.0 aana,,20 Feet,West,3.5,6,4,2074 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Sale,"Tikathali, Lalitpur",Rs. 2.55 Cr ,3.2 aana,,13 Feet,North-East,3,6,6,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.1 aana,,13 Feet,West,2.5,5,5,2073 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Earthquake Resistant', 'Parquet', 'Drainage', 'Power Backup', 'Drinking Water', 'Balcony', 'Parking', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Imadol, Lalitpur",Rs. 3.4 Cr ,3.2 aana,,26 Feet,West,3,5,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
4 BHK House for Sale,"Nakkhu, Lalitpur",Rs. 2.75 Cr ,3.2 aana,,20 Feet,East,2.5,4,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Imadol, Lalitpur",Rs. 4.25 Cr ,4.1 aana,,20 Feet,North-East,2.5,5,3,2073 B.S,1 CaRs. & 4 Bikes,"['Reserve Tank', 'Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Terrace', 'Power Backup']"
 House for Sale,"Sanagaun, Lalitpur",Rs. 1.6 Cr ,5.2 aana,,13 Feet,North-East,2.5,4,3,2070 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room', 'Living Room']"
Duplex House for Sale,"Samakhushi chowk, Kathmandu",Rs. 3.55 Cr ,3.2 aana,,13 Feet,North,2.5,6,4,2079 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Drainage', 'Reserve Tank', 'Terrace', 'Bed Room', 'Bathroom']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.0 aana,,13 Feet,North-East,2.5,6,4,2072 B.S,2 Bikes,"['Earthquake Resistant', 'CC Camera', 'Drainage', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Living Room']"
 House for Sale,"Lubhu, Lalitpur",Rs. 5.9 Cr ,7.1 aana,,20 Feet,East,2.5,6,5,2074 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
4 BHK House for Rent,"Bhaisepati, Lalitpur",Rs. 2.85 Cr ,4.0 aana,,20 Feet,North-West,2.5,4,3,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Earthquake Resistant', 'Power Backup', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']"
 House for Sale,"Taukhel, Lalitpur",Rs. 2.75 Cr ,4.0 aana,,12 Feet,West,3,5,3,2076 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Drainage', 'Power Backup', 'Dining Room']"
 House for Rent,"Naxal, Kathmandu",Rs. 2.5 Lac/m,24.0 aana,1096 Sq. Ft.,15 Feet,South,2.5,6,4,2073 B.S,10 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Bathroom', 'Living Room', 'Power Backup']"
